src_idx,dst_idx,src_accession,dst_accession,pmi_weight
68,35,A0AZIM6CJ,A0AWPVS7N,1.2039728
35,99,A0AWPVS7N,P0XFGCA2,1.2039728
99,35,P0XFGCA2,A0AWPVS7N,1.2039728
35,169,A0AWPVS7N,A0AH811KH,1.2039728
169,35,A0AH811KH,A0AWPVS7N,1.2039728
35,197,A0AWPVS7N,P0QS3D62,1.1086626
197,35,P0QS3D62,A0AWPVS7N,1.1086626
35,71,A0AWPVS7N,O0R7KO60,1.0861897
71,35,O0R7KO60,A0AWPVS7N,1.0861897
36,178,P0IOYKLE,O011Q7UU,1.4552872
178,36,O011Q7UU,P0IOYKLE,1.4552872
36,67,P0IOYKLE,Q94J1RI2,1.3217559
67,36,Q94J1RI2,P0IOYKLE,1.3217559
36,63,P0IOYKLE,Q9XA11D1,1.3217559
63,36,Q9XA11D1,P0IOYKLE,1.3217559
36,124,P0IOYKLE,Q9W790PG,1.2039728
124,36,Q9W790PG,P0IOYKLE,1.2039728
36,201,P0IOYKLE,O0W6AHF7,1.2039728
201,36,O0W6AHF7,P0IOYKLE,1.2039728
11,36,O05XFF08,P0IOYKLE,1.1676052
36,11,P0IOYKLE,O05XFF08,1.1676052
36,88,P0IOYKLE,O0XR2DHP,1.1676052
88,36,O0XR2DHP,P0IOYKLE,1.1676052
36,151,P0IOYKLE,O0QNVQHC,1.1676052
151,36,O0QNVQHC,P0IOYKLE,1.1676052
36,159,P0IOYKLE,A0AVULEM1,1.1676052
159,36,A0AVULEM1,P0IOYKLE,1.1676052
36,215,P0IOYKLE,P0XLVPYW,1.1676052
215,36,P0XLVPYW,P0IOYKLE,1.1676052
15,36,A0AYTJXE1,P0IOYKLE,1.0986123
36,15,P0IOYKLE,A0AYTJXE1,1.0986123
36,70,P0IOYKLE,O0C3O18B,1.0986123
70,36,O0C3O18B,P0IOYKLE,1.0986123
34,36,A0A4CC5OP,P0IOYKLE,1.0340737
36,34,P0IOYKLE,A0A4CC5OP,1.0340737
37,170,A0AQ99CHQ,A0ARPETI9,1.3217559
170,37,A0ARPETI9,A0AQ99CHQ,1.3217559
37,41,A0AQ99CHQ,P0VZHWJ5,1.1676052
41,37,P0VZHWJ5,A0AQ99CHQ,1.1676052
37,180,A0AQ99CHQ,P0SLQC3E,1.1394343
180,37,P0SLQC3E,A0AQ99CHQ,1.1394343
37,50,A0AQ99CHQ,O0M35IXZ,1.0986123
50,37,O0M35IXZ,A0AQ99CHQ,1.0986123
37,70,A0AQ99CHQ,O0C3O18B,1.0986123
70,37,O0C3O18B,A0AQ99CHQ,1.0986123
37,211,A0AQ99CHQ,P0BXK5BV,1.0986123
211,37,P0BXK5BV,A0AQ99CHQ,1.0986123
37,49,A0AQ99CHQ,P0FZNBQM,1.0986123
49,37,P0FZNBQM,A0AQ99CHQ,1.0986123
37,104,A0AQ99CHQ,O0PV60VB,1.0986123
104,37,O0PV60VB,A0AQ99CHQ,1.0986123
37,209,A0AQ99CHQ,Q93C1QKC,1.0986123
209,37,Q93C1QKC,A0AQ99CHQ,1.0986123
37,47,A0AQ99CHQ,Q97IF2G0,1.0340737
47,37,Q97IF2G0,A0AQ99CHQ,1.0340737
37,63,A0AQ99CHQ,Q9XA11D1,1.0340737
63,37,Q9XA11D1,A0AQ99CHQ,1.0340737
37,99,A0AQ99CHQ,P0XFGCA2,1.0340737
99,37,P0XFGCA2,A0AQ99CHQ,1.0340737
37,199,A0AQ99CHQ,P0ILDZMJ,1.0340737
199,37,P0ILDZMJ,A0AQ99CHQ,1.0340737
37,127,A0AQ99CHQ,Q9C5WI6J,1.0033021
127,37,Q9C5WI6J,A0AQ99CHQ,1.0033021
38,52,Q9755NF8,P07E8G8Q,1.6784308
52,38,P07E8G8Q,Q9755NF8,1.6784308
38,157,Q9755NF8,P0PXNF7E,1.4552872
157,38,P0PXNF7E,Q9755NF8,1.4552872
38,54,Q9755NF8,A0ANUJZA8,1.4552872
54,38,A0ANUJZA8,Q9755NF8,1.4552872
38,138,Q9755NF8,P0DOJENQ,1.3375041
138,38,P0DOJENQ,Q9755NF8,1.3375041
38,93,Q9755NF8,Q9J9TZE5,1.3011365
93,38,Q9J9TZE5,Q9755NF8,1.3011365
38,163,Q9755NF8,P0BJ17ML,1.2321436
163,38,P0BJ17ML,Q9755NF8,1.2321436
38,140,Q9755NF8,P06HC36T,1.1676052
140,38,P06HC36T,Q9755NF8,1.1676052
38,184,Q9755NF8,A0AIPPSFX,1.1676052
184,38,A0AIPPSFX,Q9755NF8,1.1676052
38,185,Q9755NF8,P0N1YBWV,1.1676052
185,38,P0N1YBWV,Q9755NF8,1.1676052
38,95,Q9755NF8,P07R3OCD,1.1368335
95,38,P07R3OCD,Q9755NF8,1.1368335
38,76,Q9755NF8,A0AQ0B8IE,1.0498221
76,38,A0AQ0B8IE,Q9755NF8,1.0498221
38,139,Q9755NF8,O037DIA9,1.0498221
139,38,O037DIA9,Q9755NF8,1.0498221
38,166,Q9755NF8,A0AF1BCP1,1.0498221
166,38,A0AF1BCP1,Q9755NF8,1.0498221
38,198,Q9755NF8,P07OONNF,1.0498221
198,38,P07OONNF,Q9755NF8,1.0498221
39,56,P0W9XA3T,P0SYLZTM,1.2039728
56,39,P0SYLZTM,P0W9XA3T,1.2039728
39,58,P0W9XA3T,A0AKH2VL2,1.2039728
58,39,A0AKH2VL2,P0W9XA3T,1.2039728
39,78,P0W9XA3T,O0YUHZ1K,1.2039728
78,39,O0YUHZ1K,P0W9XA3T,1.2039728
17,39,A0A5KXVFK,P0W9XA3T,1.0498221
39,17,P0W9XA3T,A0A5KXVFK,1.0498221
39,109,P0W9XA3T,O0DJE15A,1.0498221
109,39,O0DJE15A,P0W9XA3T,1.0498221
39,136,P0W9XA3T,P03J3R3V,1.0498221
136,39,P03J3R3V,P0W9XA3T,1.0498221
39,87,P0W9XA3T,A0ASGIOTP,0.98082924
87,39,A0ASGIOTP,P0W9XA3T,0.98082924
39,164,P0W9XA3T,Q9UOFWB7,0.98082924
164,39,Q9UOFWB7,P0W9XA3T,0.98082924
39,205,P0W9XA3T,P0CSS9TY,0.98082924
205,39,P0CSS9TY,P0W9XA3T,0.98082924
39,52,P0W9XA3T,P07E8G8Q,0.91629076
52,39,P07E8G8Q,P0W9XA3T,0.91629076
39,69,P0W9XA3T,Q9NFHOL3,0.91629076
69,39,Q9NFHOL3,P0W9XA3T,0.91629076
39,72,P0W9XA3T,Q9RJRNYZ,0.91629076
72,39,Q9RJRNYZ,P0W9XA3T,0.91629076
39,153,P0W9XA3T,O0ZP6LFI,0.91629076
153,39,O0ZP6LFI,P0W9XA3T,0.91629076
39,40,P0W9XA3T,A0A7EEDTR,0.7985077
40,39,A0A7EEDTR,P0W9XA3T,0.7985077
40,137,A0A7EEDTR,A0AQC1IYZ,1.7429693
137,40,A0AQC1IYZ,A0A7EEDTR,1.7429693
40,73,A0A7EEDTR,Q9479T6B,1.609438
73,40,Q9479T6B,A0A7EEDTR,1.609438
40,203,A0A7EEDTR,A0AD6VASP,1.609438
203,40,A0AD6VASP,A0A7EEDTR,1.609438
40,71,A0A7EEDTR,O0R7KO60,1.4916549
71,40,O0R7KO60,A0A7EEDTR,1.4916549
40,115,A0A7EEDTR,Q95J2O76,1.4916549
115,40,Q95J2O76,A0A7EEDTR,1.4916549
40,158,A0A7EEDTR,A0A3DD039,1.4916549
158,40,A0A3DD039,A0A7EEDTR,1.4916549
40,211,A0A7EEDTR,P0BXK5BV,1.3862944
211,40,P0BXK5BV,A0A7EEDTR,1.3862944
40,68,A0A7EEDTR,A0AZIM6CJ,1.2039728
68,40,A0AZIM6CJ,A0A7EEDTR,1.2039728
41,50,P0VZHWJ5,O0M35IXZ,1.6376088
50,41,O0M35IXZ,P0VZHWJ5,1.6376088
41,145,P0VZHWJ5,P0CJ883F,1.5888187
145,41,P0CJ883F,P0VZHWJ5,1.5888187
41,100,P0VZHWJ5,O0KIZZQO,1.4552872
100,41,O0KIZZQO,P0VZHWJ5,1.4552872
41,140,P0VZHWJ5,P06HC36T,1.4552872
140,41,P06HC36T,P0VZHWJ5,1.4552872
41,172,P0VZHWJ5,O0UZPEAU,1.3375041
172,41,O0UZPEAU,P0VZHWJ5,1.3375041
41,206,P0VZHWJ5,O0BNN0ME,1.3375041
206,41,O0BNN0ME,P0VZHWJ5,1.3375041
41,66,P0VZHWJ5,O03T60RQ,1.2321436
66,41,O03T60RQ,P0VZHWJ5,1.2321436
41,45,P0VZHWJ5,Q9PBN78C,1.1676052
45,41,Q9PBN78C,P0VZHWJ5,1.1676052
41,99,P0VZHWJ5,P0XFGCA2,1.1676052
99,41,P0XFGCA2,P0VZHWJ5,1.1676052
41,127,P0VZHWJ5,Q9C5WI6J,1.1368335
127,41,Q9C5WI6J,P0VZHWJ5,1.1368335
41,91,P0VZHWJ5,A0A08YG0R,1.0498221
91,41,A0A08YG0R,P0VZHWJ5,1.0498221
31,41,O0J2QP89,P0VZHWJ5,1.0498221
41,31,P0VZHWJ5,O0J2QP89,1.0498221
41,141,P0VZHWJ5,O0EBB9EP,1.0498221
141,41,O0EBB9EP,P0VZHWJ5,1.0498221
41,147,P0VZHWJ5,Q9C1HH5V,1.0498221
147,41,Q9C1HH5V,P0VZHWJ5,1.0498221
42,161,P064DPJA,Q94MUEKO,1.3862944
161,42,Q94MUEKO,P064DPJA,1.3862944
42,130,P064DPJA,O04HNRIW,1.3862944
130,42,O04HNRIW,P064DPJA,1.3862944
42,129,P064DPJA,Q9C89K8Q,1.3217559
129,42,Q9C89K8Q,P064DPJA,1.3217559
42,183,P064DPJA,O0D6MZSL,1.2809339
183,42,O0D6MZSL,P064DPJA,1.2809339
42,112,P064DPJA,Q9ZLAOIH,1.2321436
112,42,Q9ZLAOIH,P064DPJA,1.2321436
42,191,P064DPJA,A0AX5WVFL,1.2321436
191,42,A0AX5WVFL,P064DPJA,1.2321436
42,97,P064DPJA,Q91N6KV1,1.2039728
97,42,Q91N6KV1,P064DPJA,1.2039728
42,115,P064DPJA,Q95J2O76,1.2039728
115,42,Q95J2O76,P064DPJA,1.2039728
42,58,P064DPJA,A0AKH2VL2,1.0986123
58,42,A0AKH2VL2,P064DPJA,1.0986123
42,133,P064DPJA,Q9WYZX4G,1.0986123
133,42,Q9WYZX4G,P064DPJA,1.0986123
42,203,P064DPJA,A0AD6VASP,1.0986123
203,42,A0AD6VASP,P064DPJA,1.0986123
42,78,P064DPJA,O0YUHZ1K,1.0986123
78,42,O0YUHZ1K,P064DPJA,1.0986123
42,179,P064DPJA,P0FCPKJD,1.0986123
179,42,P0FCPKJD,P064DPJA,1.0986123
42,190,P064DPJA,P08RIECG,1.0986123
190,42,P08RIECG,P064DPJA,1.0986123
43,92,P01WJ0T1,P093KMK8,1.2039728
92,43,P093KMK8,P01WJ0T1,1.2039728
30,43,Q9OR56FA,P01WJ0T1,1.2039728
43,30,P01WJ0T1,Q9OR56FA,1.2039728
43,54,P01WJ0T1,A0ANUJZA8,1.2039728
54,43,A0ANUJZA8,P01WJ0T1,1.2039728
43,154,P01WJ0T1,P0WVZNVS,1.2039728
154,43,P0WVZNVS,P01WJ0T1,1.2039728
43,196,P01WJ0T1,P0TD44KK,1.2039728
196,43,P0TD44KK,P01WJ0T1,1.2039728
43,198,P01WJ0T1,P07OONNF,1.2039728
198,43,P07OONNF,P01WJ0T1,1.2039728
43,53,P01WJ0T1,A0ADP0LV6,1.2039728
53,43,A0ADP0LV6,P01WJ0T1,1.2039728
43,69,P01WJ0T1,Q9NFHOL3,1.2039728
69,43,Q9NFHOL3,P01WJ0T1,1.2039728
43,200,P01WJ0T1,Q9B7R314,1.2039728
200,43,Q9B7R314,P01WJ0T1,1.2039728
43,87,P01WJ0T1,A0ASGIOTP,1.2039728
87,43,A0ASGIOTP,P01WJ0T1,1.2039728
43,164,P01WJ0T1,Q9UOFWB7,1.2039728
164,43,Q9UOFWB7,P01WJ0T1,1.2039728
43,120,P01WJ0T1,O08E8LD2,1.2039728
120,43,O08E8LD2,P01WJ0T1,1.2039728
43,123,P01WJ0T1,O08W5RTE,1.0861897
123,43,O08W5RTE,P01WJ0T1,1.0861897
43,138,P01WJ0T1,P0DOJENQ,1.0861897
138,43,P0DOJENQ,P01WJ0T1,1.0861897
44,103,A0AE8YFBX,P0PQKOJ8,1.2909842
103,44,P0PQKOJ8,A0AE8YFBX,1.2909842
44,177,A0AE8YFBX,Q9V1XG15,1.1368335
177,44,Q9V1XG15,A0AE8YFBX,1.1368335
44,73,A0AE8YFBX,Q9479T6B,1.0033021
73,44,Q9479T6B,A0AE8YFBX,1.0033021
31,44,O0J2QP89,A0AE8YFBX,1.0033021
44,31,A0AE8YFBX,O0J2QP89,1.0033021
44,86,A0AE8YFBX,O04GH2MR,1.0033021
86,44,O04GH2MR,A0AE8YFBX,1.0033021
44,139,A0AE8YFBX,O037DIA9,1.0033021
139,44,O037DIA9,A0AE8YFBX,1.0033021
44,141,A0AE8YFBX,O0EBB9EP,1.0033021
141,44,O0EBB9EP,A0AE8YFBX,1.0033021
44,147,A0AE8YFBX,Q9C1HH5V,1.0033021
147,44,Q9C1HH5V,A0AE8YFBX,1.0033021
22,44,O06QICA9,A0AE8YFBX,1.0033021
44,22,A0AE8YFBX,O06QICA9,1.0033021
44,181,A0AE8YFBX,A0AWSQT2C,1.0033021
181,44,A0AWSQT2C,A0AE8YFBX,1.0033021
44,118,A0AE8YFBX,Q99IN4OU,0.90799195
118,44,Q99IN4OU,A0AE8YFBX,0.90799195
44,132,A0AE8YFBX,O0361I2O,0.90799195
132,44,O0361I2O,A0AE8YFBX,0.90799195
44,197,A0AE8YFBX,P0QS3D62,0.90799195
197,44,P0QS3D62,A0AE8YFBX,0.90799195
9,44,Q9Y41IBU,A0AE8YFBX,0.8855191
44,9,A0AE8YFBX,Q9Y41IBU,0.8855191
35,44,A0AWPVS7N,A0AE8YFBX,0.8855191
44,35,A0AE8YFBX,A0AWPVS7N,0.8855191
45,91,Q9PBN78C,A0A08YG0R,1.609438
91,45,A0A08YG0R,Q9PBN78C,1.609438
45,89,Q9PBN78C,P0XNTM99,1.4759065
89,45,P0XNTM99,Q9PBN78C,1.4759065
45,145,Q9PBN78C,P0CJ883F,1.4552872
145,45,P0CJ883F,Q9PBN78C,1.4552872
45,172,Q9PBN78C,O0UZPEAU,1.4271164
172,45,O0UZPEAU,Q9PBN78C,1.4271164
45,60,Q9PBN78C,P0SWM31T,1.3958638
60,45,P0SWM31T,Q9PBN78C,1.3958638
45,165,Q9PBN78C,Q9NQFLLF,1.3217559
165,45,Q9NQFLLF,Q9PBN78C,1.3217559
45,194,Q9PBN78C,P0YUP126,1.3217559
194,45,P0YUP126,Q9PBN78C,1.3217559
45,152,Q9PBN78C,P0Q8CROG,1.2039728
152,45,P0Q8CROG,Q9PBN78C,1.2039728
11,45,O05XFF08,Q9PBN78C,1.1676052
45,11,Q9PBN78C,O05XFF08,1.1676052
45,88,Q9PBN78C,O0XR2DHP,1.1676052
88,45,O0XR2DHP,Q9PBN78C,1.1676052
45,131,Q9PBN78C,P09K9XJD,1.1676052
131,45,P09K9XJD,Q9PBN78C,1.1676052
45,178,Q9PBN78C,O011Q7UU,1.1676052
178,45,O011Q7UU,Q9PBN78C,1.1676052
45,207,Q9PBN78C,P0IXDU1I,1.1394343
207,45,P0IXDU1I,Q9PBN78C,1.1394343
46,65,P0HID250,O0EQTUL2,1.2729657
65,46,O0EQTUL2,P0HID250,1.2729657
46,76,P0HID250,A0AQ0B8IE,1.2039728
76,46,A0AQ0B8IE,P0HID250,1.2039728
46,90,P0HID250,P0MQLIZU,1.2039728
90,46,P0MQLIZU,P0HID250,1.2039728
46,164,P0HID250,Q9UOFWB7,1.0986123
164,46,Q9UOFWB7,P0HID250,1.0986123
46,75,P0HID250,O0L1N13Q,1.0498221
75,46,O0L1N13Q,P0HID250,1.0498221
46,151,P0HID250,O0QNVQHC,1.0498221
151,46,O0QNVQHC,P0HID250,1.0498221
46,215,P0HID250,P0XLVPYW,1.0498221
215,46,P0XLVPYW,P0HID250,1.0498221
43,46,P01WJ0T1,P0HID250,1.0216513
46,43,P0HID250,P01WJ0T1,1.0216513
46,123,P0HID250,O08W5RTE,1.0216513
123,46,O08W5RTE,P0HID250,1.0216513
46,135,P0HID250,P00GET87,1.0216513
135,46,P00GET87,P0HID250,1.0216513
46,138,P0HID250,P0DOJENQ,1.0216513
138,46,P0DOJENQ,P0HID250,1.0216513
46,100,P0HID250,O0KIZZQO,0.91629076
100,46,O0KIZZQO,P0HID250,0.91629076
46,157,P0HID250,P0PXNF7E,0.91629076
157,46,P0PXNF7E,P0HID250,0.91629076
30,46,Q9OR56FA,P0HID250,0.91629076
46,30,P0HID250,Q9OR56FA,0.91629076
46,54,P0HID250,A0ANUJZA8,0.91629076
54,46,A0ANUJZA8,P0HID250,0.91629076
47,211,Q97IF2G0,P0BXK5BV,1.5040774
211,47,P0BXK5BV,Q97IF2G0,1.5040774
47,73,Q97IF2G0,Q9479T6B,1.3217559
73,47,Q9479T6B,Q97IF2G0,1.3217559
47,92,Q97IF2G0,P093KMK8,1.3217559
92,47,P093KMK8,Q97IF2G0,1.3217559
47,100,Q97IF2G0,O0KIZZQO,1.3217559
100,47,O0KIZZQO,Q97IF2G0,1.3217559
47,83,Q97IF2G0,Q9P08J38,1.3217559
83,47,Q9P08J38,Q97IF2G0,1.3217559
47,170,Q97IF2G0,A0ARPETI9,1.3217559
170,47,A0ARPETI9,Q97IF2G0,1.3217559
47,124,Q97IF2G0,Q9W790PG,1.2039728
124,47,Q9W790PG,Q97IF2G0,1.2039728
47,186,Q97IF2G0,A0ALUNJ4J,1.2039728
186,47,A0ALUNJ4J,Q97IF2G0,1.2039728
11,47,O05XFF08,Q97IF2G0,1.1676052
47,11,Q97IF2G0,O05XFF08,1.1676052
47,137,Q97IF2G0,A0AQC1IYZ,1.1676052
137,47,A0AQC1IYZ,Q97IF2G0,1.1676052
5,47,A0A9NT3WX,Q97IF2G0,1.0986123
47,5,Q97IF2G0,A0A9NT3WX,1.0986123
8,47,A0AVG0FN9,Q97IF2G0,1.0986123
47,8,Q97IF2G0,A0AVG0FN9,1.0986123
48,56,A0AG72OYP,P0SYLZTM,1.609438
56,48,P0SYLZTM,A0AG72OYP,1.609438
48,58,A0AG72OYP,A0AKH2VL2,1.609438
58,48,A0AKH2VL2,A0AG72OYP,1.609438
48,191,A0AG72OYP,A0AX5WVFL,1.4552872
191,48,A0AX5WVFL,A0AG72OYP,1.4552872
48,171,A0AG72OYP,P0C5BA7U,1.3862944
171,48,P0C5BA7U,A0AG72OYP,1.3862944
48,102,A0AG72OYP,Q9X63CFT,1.3217559
102,48,Q9X63CFT,A0AG72OYP,1.3217559
48,173,A0AG72OYP,Q92W37DG,1.3217559
173,48,Q92W37DG,A0AG72OYP,1.3217559
48,179,A0AG72OYP,P0FCPKJD,1.3217559
179,48,P0FCPKJD,A0AG72OYP,1.3217559
48,122,A0AG72OYP,A0AQ8MYXV,1.2909842
122,48,A0AQ8MYXV,A0AG72OYP,1.2909842
48,91,A0AG72OYP,A0A08YG0R,1.2039728
91,48,A0A08YG0R,A0AG72OYP,1.2039728
48,114,A0AG72OYP,O049ITN6,1.2039728
114,48,O049ITN6,A0AG72OYP,1.2039728
48,84,A0AG72OYP,O0Q3VLIF,1.0986123
84,48,O0Q3VLIF,A0AG72OYP,1.0986123
48,74,A0AG72OYP,A0AXEQBNN,1.0498221
74,48,A0AXEQBNN,A0AG72OYP,1.0498221
49,102,P0FZNBQM,Q9X63CFT,1.3217559
102,49,Q9X63CFT,P0FZNBQM,1.3217559
15,49,A0AYTJXE1,P0FZNBQM,1.2809339
49,15,P0FZNBQM,A0AYTJXE1,1.2809339
49,201,P0FZNBQM,O0W6AHF7,1.2039728
201,49,O0W6AHF7,P0FZNBQM,1.2039728
49,73,P0FZNBQM,Q9479T6B,1.0986123
73,49,Q9479T6B,P0FZNBQM,1.0986123
49,92,P0FZNBQM,P093KMK8,1.0986123
92,49,P093KMK8,P0FZNBQM,1.0986123
49,100,P0FZNBQM,O0KIZZQO,1.0986123
100,49,O0KIZZQO,P0FZNBQM,1.0986123
30,49,Q9OR56FA,P0FZNBQM,1.0986123
49,30,P0FZNBQM,Q9OR56FA,1.0986123
49,67,P0FZNBQM,Q94J1RI2,1.0986123
67,49,Q94J1RI2,P0FZNBQM,1.0986123
47,49,Q97IF2G0,P0FZNBQM,1.0986123
49,47,P0FZNBQM,Q97IF2G0,1.0986123
49,63,P0FZNBQM,Q9XA11D1,1.0986123
63,49,Q9XA11D1,P0FZNBQM,1.0986123
49,144,P0FZNBQM,Q9P84DY8,1.0986123
144,49,Q9P84DY8,P0FZNBQM,1.0986123
49,219,P0FZNBQM,P0NUVY8X,1.0986123
219,49,P0NUVY8X,P0FZNBQM,1.0986123
50,73,O0M35IXZ,Q9479T6B,1.7917595
73,50,Q9479T6B,O0M35IXZ,1.7917595
50,145,O0M35IXZ,P0CJ883F,1.6376088
145,50,P0CJ883F,O0M35IXZ,1.6376088
50,211,O0M35IXZ,P0BXK5BV,1.5686159
211,50,P0BXK5BV,O0M35IXZ,1.5686159
50,160,O0M35IXZ,A0A8VMUH4,1.5686159
160,50,A0A8VMUH4,O0M35IXZ,1.5686159
50,91,O0M35IXZ,A0A08YG0R,1.3862944
91,50,A0A08YG0R,O0M35IXZ,1.3862944
50,172,O0M35IXZ,O0UZPEAU,1.3862944
172,50,O0UZPEAU,O0M35IXZ,1.3862944
50,186,O0M35IXZ,A0ALUNJ4J,1.3862944
186,50,A0ALUNJ4J,O0M35IXZ,1.3862944
50,206,O0M35IXZ,O0BNN0ME,1.3862944
206,50,O0BNN0ME,O0M35IXZ,1.3862944
50,105,O0M35IXZ,A0AIY4VAR,1.2809339
105,50,A0AIY4VAR,O0M35IXZ,1.2809339
51,204,P0KC1MS8,Q9KAMUGF,1.1676052
204,51,Q9KAMUGF,P0KC1MS8,1.1676052
8,51,A0AVG0FN9,P0KC1MS8,1.0986123
51,8,P0KC1MS8,A0AVG0FN9,1.0986123
51,113,P0KC1MS8,O08XF7KR,1.0986123
113,51,O08XF7KR,P0KC1MS8,1.0986123
36,51,P0IOYKLE,P0KC1MS8,1.0340737
51,36,P0KC1MS8,P0IOYKLE,1.0340737
51,68,P0KC1MS8,A0AZIM6CJ,0.91629076
68,51,A0AZIM6CJ,P0KC1MS8,0.91629076
51,103,P0KC1MS8,P0PQKOJ8,0.91629076
103,51,P0PQKOJ8,P0KC1MS8,0.91629076
51,116,P0KC1MS8,P03KKV95,0.91629076
116,51,P03KKV95,P0KC1MS8,0.91629076
51,117,P0KC1MS8,Q9QRL1NU,0.91629076
117,51,Q9QRL1NU,P0KC1MS8,0.91629076
51,168,P0KC1MS8,P0YVSLHD,0.91629076
168,51,P0YVSLHD,P0KC1MS8,0.91629076
51,64,P0KC1MS8,Q9G8SBIH,0.91629076
64,51,Q9G8SBIH,P0KC1MS8,0.91629076
51,96,P0KC1MS8,Q9FUK9E0,0.91629076
96,51,Q9FUK9E0,P0KC1MS8,0.91629076
51,111,P0KC1MS8,Q9JEK5RB,0.91629076
111,51,Q9JEK5RB,P0KC1MS8,0.91629076
6,51,Q9ZBIKCO,P0KC1MS8,0.8109302
51,6,P0KC1MS8,Q9ZBIKCO,0.8109302
51,88,P0KC1MS8,O0XR2DHP,0.76214004
88,51,O0XR2DHP,P0KC1MS8,0.76214004
51,159,P0KC1MS8,A0AVULEM1,0.76214004
159,51,A0AVULEM1,P0KC1MS8,0.76214004
52,58,P07E8G8Q,A0AKH2VL2,1.3217559
58,52,A0AKH2VL2,P07E8G8Q,1.3217559
52,157,P07E8G8Q,P0PXNF7E,1.3217559
157,52,P0PXNF7E,P07E8G8Q,1.3217559
52,54,P07E8G8Q,A0ANUJZA8,1.3217559
54,52,A0ANUJZA8,P07E8G8Q,1.3217559
52,153,P07E8G8Q,O0ZP6LFI,1.3217559
153,52,O0ZP6LFI,P07E8G8Q,1.3217559
52,184,P07E8G8Q,A0AIPPSFX,1.3217559
184,52,A0AIPPSFX,P07E8G8Q,1.3217559
52,80,P07E8G8Q,O07HV3IT,1.2039728
80,52,O07HV3IT,P07E8G8Q,1.2039728
52,138,P07E8G8Q,P0DOJENQ,1.2039728
138,52,P0DOJENQ,P07E8G8Q,1.2039728
11,52,O05XFF08,P07E8G8Q,1.1676052
52,11,P07E8G8Q,O05XFF08,1.1676052
52,88,P07E8G8Q,O0XR2DHP,1.1676052
88,52,O0XR2DHP,P07E8G8Q,1.1676052
52,159,P07E8G8Q,A0AVULEM1,1.1676052
159,52,A0AVULEM1,P07E8G8Q,1.1676052
52,215,P07E8G8Q,P0XLVPYW,1.1676052
215,52,P0XLVPYW,P07E8G8Q,1.1676052
15,52,A0AYTJXE1,P07E8G8Q,1.0986123
52,15,P07E8G8Q,A0AYTJXE1,1.0986123
34,52,A0A4CC5OP,P07E8G8Q,1.0340737
52,34,P07E8G8Q,A0A4CC5OP,1.0340737
53,65,A0ADP0LV6,O0EQTUL2,1.4552872
65,53,O0EQTUL2,A0ADP0LV6,1.4552872
53,139,A0ADP0LV6,O037DIA9,1.3217559
139,53,O037DIA9,A0ADP0LV6,1.3217559
53,154,A0ADP0LV6,P0WVZNVS,1.3217559
154,53,P0WVZNVS,A0ADP0LV6,1.3217559
53,215,A0ADP0LV6,P0XLVPYW,1.1676052
215,53,P0XLVPYW,A0ADP0LV6,1.1676052
53,113,A0ADP0LV6,O08XF7KR,1.0986123
113,53,O08XF7KR,A0ADP0LV6,1.0986123
53,163,A0ADP0LV6,P0BJ17ML,1.0986123
163,53,P0BJ17ML,A0ADP0LV6,1.0986123
34,53,A0A4CC5OP,A0ADP0LV6,1.0340737
53,34,A0ADP0LV6,A0A4CC5OP,1.0340737
47,53,Q97IF2G0,A0ADP0LV6,1.0340737
53,47,A0ADP0LV6,Q97IF2G0,1.0340737
53,69,A0ADP0LV6,Q9NFHOL3,1.0340737
69,53,Q9NFHOL3,A0ADP0LV6,1.0340737
53,189,A0ADP0LV6,A0AXPNNGN,1.0340737
189,53,A0AXPNNGN,A0ADP0LV6,1.0340737
53,219,A0ADP0LV6,P0NUVY8X,1.0340737
219,53,P0NUVY8X,A0ADP0LV6,1.0340737
40,53,A0A7EEDTR,A0ADP0LV6,0.91629076
53,40,A0ADP0LV6,A0A7EEDTR,0.91629076
54,185,A0ANUJZA8,P0N1YBWV,1.609438
185,54,P0N1YBWV,A0ANUJZA8,1.609438
54,93,A0ANUJZA8,Q9J9TZE5,1.4552872
93,54,Q9J9TZE5,A0ANUJZA8,1.4552872
54,159,A0ANUJZA8,A0AVULEM1,1.4552872
159,54,A0AVULEM1,A0ANUJZA8,1.4552872
54,162,A0ANUJZA8,O0493WXB,1.4552872
162,54,O0493WXB,A0ANUJZA8,1.4552872
54,183,A0ANUJZA8,O0D6MZSL,1.3862944
183,54,O0D6MZSL,A0ANUJZA8,1.3862944
54,144,A0ANUJZA8,Q9P84DY8,1.3217559
144,54,Q9P84DY8,A0ANUJZA8,1.3217559
54,91,A0ANUJZA8,A0A08YG0R,1.2039728
91,54,A0A08YG0R,A0ANUJZA8,1.2039728
54,90,A0ANUJZA8,P0MQLIZU,1.2039728
90,54,P0MQLIZU,A0ANUJZA8,1.2039728
54,166,A0ANUJZA8,A0AF1BCP1,1.2039728
166,54,A0AF1BCP1,A0ANUJZA8,1.2039728
54,196,A0ANUJZA8,P0TD44KK,1.2039728
196,54,P0TD44KK,A0ANUJZA8,1.2039728
54,135,A0ANUJZA8,P00GET87,1.2039728
135,54,P00GET87,A0ANUJZA8,1.2039728
55,73,Q9NCXLLH,Q9479T6B,1.609438
73,55,Q9479T6B,Q9NCXLLH,1.609438
